customer_id,age,income,tenure_years,support_calls,monthly_spend,contract_type,has_auto_pay,churn
CUST-00447,44,119906.89,5,5,79.45,Month-to-month,1,0
CUST-00448,65,124894.99,0,4,104.11,One year,1,0
CUST-00449,52,86607.3,7,1,57.06,One year,1,0
CUST-00450,18,100249.5,13,2,61.58,Two year,1,0
CUST-00451,48,65799.16,8,4,55.69,Month-to-month,0,0
CUST-00452,63,75954.75,9,3,75.58,Month-to-month,1,0
CUST-00453,50,27855.4,8,2,59.19,Month-to-month,0,0
CUST-00454,31,55843.48,5,2,96.12,Two year,0,0
CUST-00455,33,21654.01,10,5,117.9,Month-to-month,0,0
CUST-00456,25,40133.35,11,1,57.06,Month-to-month,0,0
CUST-00457,51,49704.76,3,6,105.4,Two year,1,0
CUST-00458,61,48986.09,2,3,,Two year,0,0
CUST-00459,40,32552.76,4,5,92.61,Month-to-month,1,0
CUST-00460,59,117020.1,11,3,89.99,Month-to-month,1,0
CUST-00461,45,99667.37,15,0,48.18,Month-to-month,1,1
CUST-00462,20,43580.81,5,2,73.96,Month-to-month,1,0
CUST-00463,18,29720.97,12,2,48.71,Month-to-month,1,0
CUST-00464,33,44461.57,8,3,92.63,One year,0,0
CUST-00465,50,96698.3,7,1,70.96,Month-to-month,1,0
CUST-00466,22,,10,6,86.86,Two year,1,0
CUST-00467,44,89823.23,4,0,20.0,Two year,1,0
CUST-00468,56,53965.89,14,0,77.19,Month-to-month,1,0
CUST-00469,65,46652.08,8,6,80.55,Month-to-month,0,1
CUST-00470,65,100927.86,7,0,67.37,One year,1,0
CUST-00471,27,58548.04,2,3,102.8,One year,1,0
CUST-00472,33,47790.0,1,3,89.63,Month-to-month,1,0
CUST-00473,19,113756.38,11,1,81.09,Two year,0,0
CUST-00474,36,24361.13,1,1,92.03,One year,0,1
CUST-00475,38,139537.56,4,2,81.5,One year,1,0
CUST-00476,19,36549.05,10,5,103.86,Month-to-month,1,0
CUST-00477,63,36761.84,1,3,42.22,One year,0,0
CUST-00478,23,137604.8,9,3,49.55,Month-to-month,1,0
CUST-00479,42,220000.0,9,3,67.6,Two year,1,1
CUST-00480,21,113439.64,14,3,109.86,One year,1,0
CUST-00481,18,36739.14,7,0,99.24,Two year,1,0
CUST-00482,55,18000.0,4,3,123.27,Month-to-month,0,0
CUST-00483,32,66204.66,15,1,125.37,Month-to-month,1,0
CUST-00484,28,58115.85,13,2,55.04,One year,0,0
CUST-00485,30,42216.93,3,3,84.5,Two year,1,0
CUST-00486,42,54111.54,8,3,76.03,One year,1,0
CUST-00487,22,40132.88,0,0,83.19,Month-to-month,1,0
CUST-00488,32,91790.14,15,4,87.07,One year,1,0
CUST-00489,66,55355.77,6,1,83.85,Month-to-month,0,0
CUST-00490,45,51763.97,4,1,80.12,One year,1,0
CUST-00491,67,18000.0,0,1,87.61,Month-to-month,1,1
CUST-00492,46,66501.22,2,1,67.22,Month-to-month,0,1
CUST-00493,30,26231.33,13,5,111.33,Two year,0,0
CUST-00494,36,86436.78,11,4,78.28,Month-to-month,0,0
CUST-00495,52,56782.39,5,4,91.93,Month-to-month,0,0
CUST-00496,31,19155.34,4,3,87.38,One year,1,0
CUST-00497,23,48143.47,1,0,59.17,Two year,1,0
CUST-00498,65,30169.57,9,1,72.34,One year,1,0
CUST-00499,22,78167.85,2,4,100.67,Month-to-month,1,1
CUST-00500,66,73680.13,9,5,129.72,One year,1,0
CUST-00501,62,102531.21,3,5,77.18,Two year,1,0
CUST-00502,42,37872.63,14,2,83.08,Two year,0,0
CUST-00503,21,75386.57,15,2,74.62,Month-to-month,1,0
CUST-00504,38,27233.25,11,4,36.9,Two year,0,0
CUST-00505,28,68715.6,15,3,74.7,One year,0,1
CUST-00506,44,50717.46,10,1,75.2,One year,1,0
CUST-00507,36,65382.05,10,2,124.73,Month-to-month,1,1
CUST-00508,46,57109.55,0,3,99.86,Month-to-month,0,0
CUST-00509,27,100142.3,15,0,88.54,Month-to-month,0,0
CUST-00510,67,47583.54,13,5,73.14,Month-to-month,0,0
CUST-00511,29,51962.24,13,2,74.73,One year,1,0
CUST-00512,40,122980.9,2,2,90.18,Two year,1,0
CUST-00513,19,55257.93,2,1,76.69,One year,1,0
CUST-00514,35,42942.46,0,0,96.5,Month-to-month,0,0
CUST-00515,54,35101.02,5,0,115.18,Month-to-month,1,0
CUST-00516,67,57787.67,14,2,37.58,Month-to-month,1,0
CUST-00517,35,56268.95,6,1,89.92,Two year,0,0
CUST-00518,51,81363.43,9,3,129.18,Month-to-month,1,0
CUST-00519,36,52267.22,15,2,32.65,Month-to-month,0,0
CUST-00520,24,83359.21,6,0,111.92,Month-to-month,1,0
CUST-00521,55,49630.18,14,2,130.16,One year,1,0
CUST-00522,46,136589.79,3,2,112.5,Month-to-month,0,0
CUST-00523,55,55813.4,3,3,68.72,Two year,0,0
CUST-00524,60,82963.42,13,0,93.21,Month-to-month,1,0
CUST-00525,28,70703.66,2,1,85.16,One year,1,0
CUST-00526,47,27983.5,10,4,66.97,Month-to-month,1,0
CUST-00527,38,100563.01,8,0,88.39,One year,1,0
CUST-00528,31,45575.81,14,1,109.86,One year,1,0
CUST-00529,43,94587.38,15,0,108.01,Two year,0,0
CUST-00530,36,19274.47,14,1,99.13,One year,0,0
CUST-00531,60,20861.61,13,1,77.91,Two year,1,0
CUST-00532,55,19240.39,5,2,70.53,One year,1,0
CUST-00533,64,,6,1,129.65,Month-to-month,1,0
CUST-00534,46,46035.22,13,4,24.86,One year,0,0
CUST-00535,31,55814.66,3,2,67.06,Two year,0,0
CUST-00536,18,33296.79,3,1,26.74,Month-to-month,1,0
CUST-00537,37,47101.64,3,1,52.05,One year,0,0
CUST-00538,34,39112.09,15,3,70.73,Month-to-month,1,0
CUST-00539,44,84754.76,10,0,64.99,One year,1,0
CUST-00540,56,83459.57,12,2,,Month-to-month,1,0
CUST-00541,45,66696.9,4,3,81.69,Month-to-month,0,0
CUST-00542,21,80557.11,8,0,82.59,Month-to-month,1,0
CUST-00543,33,144063.64,5,2,93.68,Two year,0,0
CUST-00544,38,,3,2,150.52,One year,0,0
CUST-00545,56,24731.34,12,3,72.97,Two year,0,0
CUST-00546,47,50451.64,0,1,68.74,Two year,0,0
CUST-00547,60,48080.32,8,1,87.53,Month-to-month,0,0
CUST-00548,33,88234.71,7,6,65.25,Month-to-month,1,0
CUST-00549,22,73330.39,9,3,40.47,Month-to-month,1,0
CUST-00550,53,90409.25,12,2,72.21,Month-to-month,0,0
CUST-00551,59,24384.18,14,3,138.42,Month-to-month,1,0
CUST-00552,21,120811.55,9,4,100.8,Month-to-month,1,0
CUST-00553,49,52057.15,10,2,,Month-to-month,1,0
CUST-00554,66,95271.81,15,3,42.25,Month-to-month,1,0
CUST-00555,58,73327.65,14,0,121.23,Two year,1,0
CUST-00556,57,34904.24,4,2,100.25,Month-to-month,1,0
CUST-00557,41,36081.54,3,2,83.74,Month-to-month,0,1
CUST-00558,63,78053.61,15,2,108.45,One year,1,0
CUST-00559,27,104610.09,12,3,76.08,Month-to-month,1,0
CUST-00560,45,34231.3,5,2,72.06,Month-to-month,1,0
CUST-00561,40,30132.82,7,3,94.14,One year,0,0
CUST-00562,42,18304.68,4,3,62.1,Month-to-month,1,0
CUST-00563,25,33626.67,15,3,86.21,Month-to-month,1,0
CUST-00564,34,37188.79,7,4,81.85,One year,1,0
CUST-00565,66,47434.37,14,3,80.01,Month-to-month,1,0
CUST-00566,23,77249.69,2,0,117.9,One year,1,0
CUST-00567,56,42504.32,2,7,,Month-to-month,0,1
CUST-00568,44,30210.79,3,2,67.77,One year,1,0
CUST-00569,59,44988.65,11,1,89.06,Two year,0,0
CUST-00570,34,,4,1,102.29,Month-to-month,1,0
CUST-00571,21,59821.74,3,3,117.85,Month-to-month,1,0
CUST-00572,62,59299.46,0,5,104.64,One year,0,0
CUST-00573,45,50075.35,5,0,119.4,Month-to-month,0,0
CUST-00574,26,74206.6,2,4,110.92,Month-to-month,1,0
CUST-00575,32,46943.58,15,3,88.79,Month-to-month,0,0
CUST-00576,20,31170.13,7,1,84.78,Two year,1,0
CUST-00577,48,50007.09,14,1,72.05,Month-to-month,0,0
CUST-00578,59,150636.94,8,4,73.84,Month-to-month,1,0
CUST-00579,46,35205.6,15,1,69.7,One year,0,0
CUST-00580,68,208022.82,2,3,124.68,One year,1,0
CUST-00581,52,41780.87,3,3,89.73,Two year,1,0
CUST-00582,40,81050.42,12,0,57.57,,1,0
CUST-00583,59,22925.75,0,4,68.25,Month-to-month,0,0
CUST-00584,63,52012.01,5,1,68.01,Month-to-month,1,0
CUST-00585,30,120011.2,11,4,113.76,Month-to-month,0,0
CUST-00586,55,29088.12,4,2,80.26,Two year,1,0
CUST-00587,52,,2,4,53.86,One year,1,0
CUST-00588,58,65290.52,14,4,85.63,Month-to-month,0,0
CUST-00589,51,66540.73,7,2,67.91,Two year,1,0
CUST-00590,48,24607.97,4,2,56.7,Two year,1,0
CUST-00591,40,27793.41,12,5,117.16,Month-to-month,0,1
CUST-00592,44,64260.59,6,1,102.58,Month-to-month,0,0
CUST-00593,60,64544.7,1,3,116.23,Month-to-month,1,0
CUST-00594,50,81895.45,9,4,64.31,One year,0,0
CUST-00595,69,50275.3,12,3,82.25,Month-to-month,0,0
CUST-00596,59,77256.1,0,4,91.82,Month-to-month,0,0
CUST-00597,69,105850.26,10,3,53.33,Month-to-month,0,0
CUST-00598,67,28395.85,8,3,68.34,Two year,1,0
CUST-00599,40,95474.54,10,0,89.76,Two year,1,0
CUST-00600,64,82894.07,15,3,78.07,One year,0,0
CUST-00601,65,110222.02,10,2,104.3,Two year,1,0
CUST-00602,56,44690.89,15,2,98.36,One year,1,0
CUST-00603,62,54110.5,10,3,71.81,Month-to-month,1,0
CUST-00604,66,57537.96,0,3,87.08,Month-to-month,1,0
CUST-00605,58,42520.83,11,4,92.93,Two year,1,0
CUST-00606,19,95173.47,0,2,90.53,One year,1,0
CUST-00607,30,62348.31,1,2,99.77,Two year,0,0
CUST-00608,18,32195.68,13,4,103.2,Month-to-month,0,0
CUST-00609,58,63493.55,0,4,39.62,Two year,0,0
CUST-00610,31,31031.67,6,6,48.88,Month-to-month,1,0
CUST-00611,65,23701.4,13,3,32.75,Month-to-month,1,0
CUST-00612,18,31462.56,9,3,105.71,Two year,0,0
CUST-00613,53,55753.79,12,0,77.1,Month-to-month,1,0
CUST-00614,47,58716.53,6,3,122.3,One year,1,1
CUST-00615,50,52024.45,12,1,101.47,Month-to-month,1,0
CUST-00616,28,73849.82,0,2,69.32,Month-to-month,0,1
CUST-00617,61,155503.32,11,6,111.89,Month-to-month,1,0
CUST-00618,63,30020.47,12,0,63.47,Month-to-month,0,0
CUST-00619,69,69428.23,3,2,74.24,Month-to-month,0,0
CUST-00620,22,63978.58,11,2,50.83,Month-to-month,0,0
CUST-00621,54,29037.5,14,3,100.84,Two year,0,0
CUST-00622,58,42061.15,3,3,42.33,One year,1,0
CUST-00623,58,61520.57,14,2,118.9,Month-to-month,1,0
CUST-00624,21,56071.18,10,0,119.37,One year,1,0
CUST-00625,24,35224.48,6,3,126.92,One year,0,0
CUST-00626,66,83307.89,4,1,75.44,Two year,0,0
CUST-00627,24,62710.54,10,5,91.53,Month-to-month,0,0
CUST-00628,36,77767.7,11,0,60.01,Month-to-month,1,0
CUST-00629,41,129515.05,13,4,101.91,Month-to-month,1,0
CUST-00630,32,27870.93,12,1,48.99,One year,1,0
CUST-00631,54,93687.34,1,2,75.09,Month-to-month,0,0
CUST-00632,34,71166.72,9,0,42.73,Two year,1,0
CUST-00633,63,34505.64,2,1,94.85,Month-to-month,1,0
CUST-00634,54,53441.58,3,1,64.91,Month-to-month,1,0
CUST-00635,32,44076.36,4,2,66.63,Month-to-month,1,0
CUST-00636,63,29409.42,8,2,85.45,Month-to-month,1,0
CUST-00637,47,84910.37,1,4,79.42,Month-to-month,0,0
CUST-00638,52,36399.97,2,1,70.68,Month-to-month,0,1
CUST-00639,33,18509.99,10,1,51.37,Month-to-month,1,0
CUST-00640,25,85557.16,12,6,118.04,Month-to-month,0,0
CUST-00641,43,42406.05,10,4,94.02,One year,0,1
CUST-00642,37,67139.3,13,2,97.53,Month-to-month,1,0
CUST-00643,18,61453.91,4,1,86.13,One year,0,0
CUST-00644,43,46692.6,10,2,91.28,One year,1,0
CUST-00645,27,44869.31,14,4,86.84,Month-to-month,1,0
CUST-00646,32,18000.0,0,3,85.57,One year,0,0
CUST-00647,20,44175.29,11,2,108.45,One year,0,0
CUST-00648,66,29909.74,7,1,58.6,One year,0,0
CUST-00649,48,72088.74,1,1,69.42,Month-to-month,1,0
CUST-00650,54,36207.32,9,3,33.66,Two year,0,0
CUST-00651,27,38742.14,5,4,119.38,One year,1,0
CUST-00652,54,57944.88,3,1,74.51,One year,1,0
CUST-00653,46,29687.34,14,0,69.62,Month-to-month,0,0
CUST-00654,30,37568.35,0,0,82.51,Month-to-month,0,1
CUST-00655,43,42343.7,1,3,66.84,Month-to-month,1,0
CUST-00656,45,68145.72,11,1,83.47,One year,1,0
CUST-00657,56,25268.56,10,1,91.93,Month-to-month,1,0
CUST-00658,30,82748.32,0,2,73.28,Month-to-month,1,0
CUST-00659,64,50873.39,15,4,54.98,One year,1,0
CUST-00660,34,41978.1,4,1,82.27,One year,0,0
CUST-00661,52,65972.48,1,2,94.87,Month-to-month,1,0
CUST-00662,58,94381.51,7,4,105.52,One year,0,0
CUST-00663,58,101683.93,6,0,67.04,Month-to-month,0,0
CUST-00664,30,31428.22,1,0,35.69,Month-to-month,1,0
CUST-00665,36,112662.59,11,1,70.41,Month-to-month,0,0
CUST-00666,53,55940.38,2,2,103.22,Month-to-month,0,1
CUST-00667,34,110558.42,11,3,73.19,Two year,1,0
CUST-00668,30,31153.92,0,4,90.33,Month-to-month,1,0
CUST-00669,63,50092.17,15,1,86.25,Month-to-month,1,0
CUST-00670,59,51720.26,9,1,64.23,Month-to-month,1,0
CUST-00671,27,27823.94,7,0,119.75,Month-to-month,1,0
CUST-00672,26,43023.78,15,2,133.91,Month-to-month,1,0
CUST-00673,38,88935.07,8,0,73.72,Month-to-month,0,0
CUST-00674,63,99543.98,7,1,79.97,Month-to-month,1,0
CUST-00675,35,77930.42,12,2,90.31,Month-to-month,1,0
CUST-00676,20,63707.78,6,3,98.26,Two year,0,0
CUST-00677,50,43250.41,0,0,80.63,Two year,0,0
CUST-00678,29,164881.91,11,3,47.59,Month-to-month,0,0
CUST-00679,40,26679.89,8,1,121.4,Two year,1,0
CUST-00680,52,28749.13,10,4,79.26,Two year,1,0
CUST-00681,36,36250.32,7,3,83.4,Month-to-month,1,0
CUST-00682,36,60142.76,11,6,130.0,One year,0,0
CUST-00683,39,42777.74,1,2,93.48,Month-to-month,1,1
CUST-00684,26,82639.7,1,2,84.92,Two year,1,0
CUST-00685,26,23615.18,3,3,83.54,Month-to-month,0,1
CUST-00686,25,85231.47,5,1,104.43,Two year,1,0
CUST-00687,65,140073.72,1,3,91.77,Two year,1,0
CUST-00688,45,87182.78,4,1,95.37,Month-to-month,1,0
CUST-00689,38,46574.93,11,1,108.23,One year,1,0
CUST-00690,33,39557.36,5,1,87.76,Month-to-month,1,0
CUST-00691,48,97738.13,14,5,,,1,0
CUST-00692,64,21958.67,13,2,37.7,Two year,1,0
CUST-00693,61,35667.49,3,0,166.56,Month-to-month,1,1
CUST-00694,56,22220.14,12,3,83.23,One year,0,0
CUST-00695,68,50482.44,2,3,76.74,Two year,1,0
CUST-00696,43,145801.62,15,1,91.92,One year,0,0
CUST-00697,66,43287.13,5,1,83.9,One year,1,0
CUST-00698,51,96762.24,13,3,107.98,One year,0,1
CUST-00699,56,30587.74,6,2,65.68,One year,1,0
CUST-00700,29,40601.41,6,0,72.04,Two year,0,0
CUST-00701,38,40117.47,13,1,67.42,One year,1,0
CUST-00702,40,95712.57,8,3,109.15,Month-to-month,1,0
CUST-00703,21,34092.42,10,3,80.35,Month-to-month,1,0
CUST-00704,59,38026.32,6,4,119.51,Month-to-month,1,1
CUST-00705,34,54675.82,2,2,112.35,Month-to-month,1,0
CUST-00706,64,124597.61,0,0,53.82,Month-to-month,1,0
CUST-00707,27,56287.95,9,0,64.07,Month-to-month,1,0
CUST-00708,25,140955.95,14,4,67.33,Month-to-month,1,1
CUST-00709,52,67366.58,11,1,75.23,One year,1,0
CUST-00710,34,47601.05,11,2,89.96,Two year,0,0
CUST-00711,53,100729.25,6,0,57.09,Two year,1,0
CUST-00712,58,39964.5,2,1,83.27,Month-to-month,1,0
CUST-00713,29,33473.98,0,0,79.69,One year,1,0
CUST-00714,32,57703.12,10,3,76.06,Month-to-month,0,0
CUST-00715,19,23892.65,13,3,69.4,Month-to-month,0,0
CUST-00716,35,28857.03,3,2,101.89,One year,1,0
CUST-00717,41,35426.8,12,4,62.93,One year,1,0
CUST-00718,23,55528.87,4,1,81.43,Two year,1,0
CUST-00719,60,94972.85,3,0,48.89,Month-to-month,1,0
CUST-00720,61,100566.92,12,2,118.43,Month-to-month,1,1
CUST-00721,22,49144.11,13,2,75.88,Month-to-month,1,0
CUST-00722,23,61774.65,14,4,117.91,Month-to-month,1,0
CUST-00723,41,46217.02,8,2,66.27,Month-to-month,1,0
CUST-00724,53,25571.61,10,0,103.61,Two year,0,0
CUST-00725,36,67751.91,8,0,40.85,Month-to-month,1,0
CUST-00726,22,36884.72,1,3,112.1,One year,1,1
CUST-00727,39,81446.49,15,2,90.69,,1,0
CUST-00728,31,40790.49,5,1,,Month-to-month,1,0
CUST-00729,58,31795.9,1,1,55.52,One year,1,0
CUST-00730,66,65070.61,12,2,80.25,Month-to-month,1,0
CUST-00731,61,40657.67,8,1,86.6,Month-to-month,1,0
CUST-00732,24,27032.28,4,1,55.69,Month-to-month,0,0
CUST-00733,46,94706.99,8,3,101.87,Month-to-month,1,1
CUST-00734,58,64570.76,7,3,99.14,One year,0,0
CUST-00735,30,64457.76,5,5,95.77,Month-to-month,0,0
CUST-00736,29,56800.56,6,3,107.52,One year,0,0
CUST-00737,66,40390.32,5,3,37.89,Two year,0,0
CUST-00738,60,18000.0,5,3,120.09,Month-to-month,0,0
CUST-00739,18,40341.04,8,4,64.07,Month-to-month,0,0
CUST-00740,35,42995.52,7,2,75.21,Month-to-month,0,0
CUST-00741,23,68211.88,8,2,74.58,Month-to-month,0,0
CUST-00742,46,27064.11,1,4,103.72,Two year,1,0
CUST-00743,19,70194.59,6,2,96.21,Two year,1,0
CUST-00744,60,55397.08,4,2,77.49,One year,1,0
CUST-00745,43,119520.44,0,2,98.83,Two year,0,1
CUST-00746,22,37000.65,5,5,71.19,Month-to-month,1,0
CUST-00747,69,54901.46,7,5,48.01,One year,1,0
CUST-00748,37,62259.4,10,5,95.2,Two year,0,0
CUST-00749,61,74733.0,2,3,95.95,Two year,1,1
CUST-00750,64,108837.1,5,5,106.71,Month-to-month,0,0
CUST-00751,39,70467.97,10,1,74.36,Month-to-month,1,0
CUST-00752,31,25829.47,8,3,130.28,Month-to-month,1,1
CUST-00753,67,132359.18,1,5,54.46,Month-to-month,0,1
CUST-00754,47,18908.47,0,2,133.3,One year,1,0
CUST-00755,27,77123.77,5,0,103.9,Month-to-month,1,0
CUST-00756,65,110781.87,9,0,76.37,Month-to-month,1,0
CUST-00757,31,38025.41,10,2,56.58,,0,0
CUST-00758,54,53492.12,0,0,59.74,Two year,0,0
CUST-00759,21,52740.64,8,1,93.54,One year,1,0
CUST-00760,65,30209.36,5,4,53.06,One year,1,0
CUST-00761,60,66945.42,10,5,73.08,One year,1,0
CUST-00762,46,32858.83,8,2,91.41,Two year,0,0
CUST-00763,47,65321.59,15,4,109.3,Month-to-month,1,1
CUST-00764,52,75922.88,11,3,101.09,One year,1,0
CUST-00765,39,98679.82,2,5,106.92,Month-to-month,0,0
CUST-00766,21,113767.57,15,4,93.97,One year,1,0
CUST-00767,29,69043.54,15,0,67.67,One year,1,0
CUST-00768,67,71508.24,6,4,85.24,Month-to-month,0,0
CUST-00769,51,48930.97,0,1,74.65,Two year,0,0
CUST-00770,39,53196.27,0,2,53.98,Month-to-month,1,1
CUST-00771,20,88422.28,15,2,71.39,Two year,0,0
CUST-00772,45,83634.09,5,4,53.1,Month-to-month,0,0
CUST-00773,63,70964.8,13,4,55.77,Month-to-month,1,0
CUST-00774,45,54800.33,3,3,126.85,Two year,1,0
CUST-00775,21,95839.0,11,0,58.97,One year,0,0
CUST-00776,34,30160.4,14,3,132.25,One year,1,0
CUST-00777,20,41487.34,6,2,88.5,Month-to-month,1,0
CUST-00778,67,62056.38,0,6,91.06,Month-to-month,1,1
CUST-00779,25,100779.48,3,2,80.53,One year,1,0
CUST-00780,52,,5,4,95.9,Month-to-month,1,0
CUST-00781,22,31124.42,6,1,,Month-to-month,1,0
CUST-00782,45,28860.14,14,3,53.97,Two year,0,0
CUST-00783,64,81332.61,15,3,89.47,One year,1,0
CUST-00784,25,84568.63,9,2,71.27,One year,1,0
CUST-00785,51,125392.1,7,1,73.93,One year,0,1
CUST-00786,56,186192.05,2,0,80.13,One year,1,1
CUST-00787,19,29017.5,15,1,93.73,Two year,0,0
CUST-00788,51,49892.17,3,1,140.4,Month-to-month,1,0
CUST-00789,24,41080.46,9,2,111.65,Month-to-month,0,0
CUST-00790,67,30751.45,8,3,67.78,One year,0,0
CUST-00791,50,56314.95,8,3,75.03,Two year,1,0
CUST-00792,47,41082.92,7,0,57.25,Month-to-month,0,0
CUST-00793,19,59587.63,5,2,91.39,Month-to-month,0,0
CUST-00794,35,45572.89,9,2,35.11,One year,0,0
CUST-00795,38,25392.95,15,1,63.71,Month-to-month,1,0
CUST-00796,50,75629.09,12,0,84.4,Month-to-month,0,0
CUST-00797,43,74494.19,6,0,140.6,Month-to-month,1,0
CUST-00798,25,43591.55,4,0,92.39,Month-to-month,0,1
CUST-00799,25,18000.0,4,2,119.96,One year,0,0
CUST-00800,29,18000.0,6,1,133.07,Month-to-month,0,0
CUST-00801,18,26286.64,8,1,84.05,Month-to-month,1,0
CUST-00802,47,67098.99,0,1,107.75,Two year,1,0
CUST-00803,29,78437.26,9,4,64.29,One year,1,0
CUST-00804,51,57045.27,9,4,104.13,Month-to-month,0,0
CUST-00805,47,56993.71,5,3,72.07,Two year,0,0
CUST-00806,68,18000.0,14,3,97.25,One year,1,0
CUST-00807,51,66573.14,3,4,65.19,One year,0,0
CUST-00808,19,37933.25,15,1,75.77,Two year,1,0
CUST-00809,19,47250.87,3,1,135.54,Month-to-month,1,0
CUST-00810,63,32667.49,10,3,74.57,,1,0
CUST-00811,19,18784.8,11,3,89.35,Month-to-month,1,0
CUST-00812,39,82099.13,8,2,92.9,Month-to-month,1,0
CUST-00813,26,66823.33,1,2,91.66,Month-to-month,1,0
CUST-00814,19,30886.98,0,3,119.32,One year,1,1
CUST-00815,39,23858.71,5,3,121.75,Two year,1,0
CUST-00816,38,38981.64,4,4,53.04,Month-to-month,0,0
CUST-00817,65,86825.91,10,1,78.05,Month-to-month,0,0
CUST-00818,49,72919.49,10,2,69.68,One year,1,0
CUST-00819,47,56092.08,4,3,114.37,Month-to-month,1,0
CUST-00820,37,88845.52,7,3,129.72,Month-to-month,0,0
CUST-00821,50,65364.35,12,2,75.16,One year,1,0
CUST-00822,36,32786.17,8,2,72.55,One year,0,0
CUST-00823,51,77052.54,12,3,60.64,Month-to-month,1,0
CUST-00824,60,52713.78,1,3,137.95,Month-to-month,1,0
CUST-00825,47,34945.48,10,2,107.76,Month-to-month,0,0
CUST-00826,40,100078.04,4,6,86.43,One year,0,0
CUST-00827,38,68470.23,6,1,93.45,Two year,0,0
CUST-00828,67,25205.59,4,0,84.14,One year,1,0
CUST-00829,23,82063.11,0,5,73.65,Month-to-month,0,0
CUST-00830,31,60584.72,0,2,74.12,Two year,1,0
CUST-00831,30,44867.92,4,2,89.79,One year,1,0
CUST-00832,23,42586.12,13,1,78.7,Month-to-month,1,0
CUST-00833,63,31481.64,1,5,68.82,Month-to-month,1,0
CUST-00834,43,24913.78,2,1,71.15,Two year,0,0
CUST-00835,20,63152.48,2,4,103.4,Two year,1,0
CUST-00836,55,70082.66,7,0,133.78,One year,1,0
CUST-00837,30,45535.81,10,3,70.75,Two year,0,0
CUST-00838,36,62457.63,7,4,86.2,Month-to-month,1,0
CUST-00839,56,44515.31,4,0,106.88,One year,1,0
CUST-00840,30,45089.48,14,3,68.85,,0,0
CUST-00841,61,71486.99,3,4,118.81,One year,1,1
CUST-00842,47,70721.77,12,2,106.09,Month-to-month,0,0
CUST-00843,59,116238.49,0,2,103.58,One year,0,1
CUST-00844,60,42554.7,2,3,81.43,One year,1,1
CUST-00845,58,65675.86,6,1,123.17,Month-to-month,1,0
CUST-00846,47,49885.47,14,0,77.89,One year,0,0
CUST-00847,18,61265.97,3,1,96.02,Two year,0,0
CUST-00848,49,106316.88,12,2,91.07,Month-to-month,1,0
CUST-00849,55,67503.76,14,4,113.51,Month-to-month,1,0
CUST-00850,38,36020.61,12,3,34.43,Month-to-month,0,0
CUST-00851,37,42696.03,10,2,48.08,One year,0,0
CUST-00852,52,39826.7,12,4,114.55,Month-to-month,1,0
CUST-00853,44,47439.3,15,2,42.76,Month-to-month,0,0
CUST-00854,57,38292.63,15,1,90.06,Two year,1,0
CUST-00855,33,41897.86,5,1,44.04,Two year,0,0
CUST-00856,22,49806.34,14,2,102.53,One year,1,0
CUST-00857,46,64783.41,11,2,51.58,One year,1,0
CUST-00858,68,34696.72,11,4,116.26,Month-to-month,1,1
CUST-00859,65,56493.06,8,1,48.26,Two year,1,0
CUST-00860,40,55720.01,8,4,81.83,Month-to-month,1,0
CUST-00861,47,85274.87,13,4,106.4,One year,0,0
CUST-00862,41,62340.28,9,0,127.16,Month-to-month,0,0
CUST-00863,54,71760.42,15,1,86.84,One year,0,0
CUST-00864,43,62970.78,14,5,90.42,Month-to-month,0,1
CUST-00865,54,99609.64,2,0,52.53,One year,1,1
CUST-00866,56,50933.32,4,2,63.67,Two year,1,0
CUST-00867,20,24732.32,2,3,97.43,Two year,1,0
CUST-00868,42,65439.95,13,3,69.62,Month-to-month,0,0
CUST-00869,21,32357.32,3,0,42.18,Month-to-month,0,1
CUST-00870,49,18000.0,10,2,74.16,Month-to-month,0,0
CUST-00871,21,69726.51,8,1,92.83,,1,0
CUST-00872,33,53055.99,7,6,57.17,Two year,1,0
CUST-00873,66,59903.49,3,0,107.44,Month-to-month,0,0
CUST-00874,31,,9,7,100.87,Month-to-month,1,0
CUST-00875,66,49162.34,6,2,57.52,One year,1,0
CUST-00876,44,95075.47,11,1,95.29,Month-to-month,0,0
CUST-00877,24,55725.37,6,3,30.37,One year,1,0
CUST-00878,24,45847.53,2,3,46.14,One year,0,0
CUST-00879,32,54626.79,0,1,100.75,Month-to-month,1,0
CUST-00880,20,18425.48,5,0,73.22,Month-to-month,1,0
CUST-00881,59,70248.1,7,2,58.51,Month-to-month,0,0
CUST-00882,54,24830.17,2,2,96.41,Month-to-month,0,0
CUST-00883,57,66041.49,10,3,91.12,Month-to-month,0,1
CUST-00884,25,50048.93,6,3,99.54,Two year,0,0
CUST-00885,52,55827.97,8,0,96.29,Month-to-month,0,0
CUST-00886,50,35098.26,10,3,109.62,One year,1,0
CUST-00887,27,128889.26,5,3,91.12,One year,1,1
CUST-00888,65,18421.96,7,1,111.05,Two year,1,0
CUST-00889,20,49984.85,6,1,137.55,Month-to-month,1,0
CUST-00890,61,33525.23,10,1,65.64,One year,1,0
CUST-00891,19,23305.75,12,4,94.35,One year,0,0
CUST-00892,23,113730.54,7,1,74.68,One year,1,0
CUST-00893,63,59158.41,0,1,115.27,Month-to-month,1,0
CUST-00894,42,191454.79,13,0,113.39,Month-to-month,1,0
